mask_name,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_glcm_Contrast,original_glcm_Correlation,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glrlm_ShortRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_RunLengthNonUniformity,original_glrlm_RunPercentage,original_glszm_SmallAreaEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_ZoneVariance,original_glszm_ZonePercentage,original_ngtdm_Coarseness,original_ngtdm_Contrast,original_ngtdm_Complexity,original_ngtdm_Strength
30_01_22,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},b7d4da2bf9f5cf9e5c0eed7d5bb7faaf8080ff31,2D,"(1.0, 1.0)","(512, 377)",22.57277333388594,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",13.044138762699,0.9490601418781432,0.06333192949181818,4.716337667498628,0.07874944383760421,143.05297925611285,881.2004370265211,2722.5240523128778,0.11605949599546184,0.01746769184971953,195038.49440715884,27.715883668903803,140899.5114334189,0.0042977876489082465,0.00037962898773341683,0.28047689259230396,408.8578411650115,0.8318554217290091
30_03_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},4ef45ce1bf55542cee5203b13b6cafbeb95e0fe5,2D,"(1.0, 1.0)","(512, 377)",22.304573524535808,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",6.146933287828407,0.9653499462164173,0.07768466046860337,4.800566604603987,0.0849816045328266,141.0331335288168,905.4607016950002,2747.045985859527,0.1181651235013028,0.020224600768819396,169576.39423076922,21.584615384615386,129571.0094341716,0.004999663484188564,0.00041265798685616214,0.023885170258860684,1202.0828621331216,3.550057460781368
30_04_22,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},31a52c9edb2c01d2fb209d5ea7ab03f6b9a0e99a,2D,"(1.0, 1.0)","(512, 377)",22.36386148872679,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",7.424080740826105,0.95658391373041,0.06386726544121772,4.90062419027062,0.08132414385661915,154.98983966864256,829.1352460172493,2465.5882313622874,0.1126054015595104,0.026434740426703785,295229.0134831461,19.98426966292135,240602.29438707235,0.00427855817396906,0.00066891719483018,0.016986328347026663,1201.207033085724,6.019493363416027
30_05_20,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},cf0f3b6e3fa5f94c1d0a1725d3861f80a4b00067,2D,"(1.0, 1.0)","(512, 377)",22.256662383952253,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",7.5281076304009495,0.9570846857805614,0.059939702783838186,5.074296398446958,0.08508703325625969,116.03553454405701,877.9394401384926,3089.460988957942,0.12411664599498111,0.014206346368417475,65115.14539579968,32.19547657512116,36883.00264379725,0.00595152249367831,0.00041448159848555773,0.02173852822118306,1603.3478317933811,4.395679461188641
30_05_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},5b30355433b953d1e74e9e49f37987147046abf4,2D,"(1.0, 1.0)","(512, 377)",22.55813266744032,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",4.380713475534824,0.9750147464281744,0.10329273559944226,4.315353679720729,0.07877691811950747,197.18228002055898,1064.3903144849662,2124.501116483615,0.10557462478487024,0.021949544157845453,562866.4160206718,18.39018087855297,490638.81185024936,0.003720903400732643,0.00037510637049846795,0.021734719740001854,978.7743783645277,3.9819736800888346
30_12_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},dea3447b3c1c0b386b5c49b100d6019222572159,2D,"(1.0, 1.0)","(512, 377)",22.417958388594165,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",10.543298380304506,0.9562497106013961,0.062336060649943764,4.695477024143582,0.07561688406008303,195.9332086331546,723.3658128206883,1963.1065084797697,0.10213254877075582,0.02442778235645091,340744.60857908847,22.361930294906166,262993.3414169583,0.0035862970761583353,0.0006305979380250433,0.1729666034965989,295.02756928708595,0.9731297203379474
31_03_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},4ef45ce1bf55542cee5203b13b6cafbeb95e0fe5,2D,"(1.0, 1.0)","(512, 377)",22.304573524535808,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",6.146933287828407,0.9653499462164173,0.07768466046860337,4.800566604603987,0.0849816045328266,141.0331335288168,905.4607016950002,2747.045985859527,0.1181651235013028,0.020224600768819396,169576.39423076922,21.584615384615386,129571.0094341716,0.004999663484188564,0.00041265798685616214,0.023885170258860684,1202.0828621331216,3.550057460781368
31_10_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},ec1f4a942fd652c059ca873b70f798b707deec7e,2D,"(1.0, 1.0)","(512, 377)",22.650960502320956,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",11.010708970278326,0.9447557352929464,0.0651562674113516,4.666364594593414,0.08287297428357634,127.65397763476432,1021.2950380589728,2954.1784170951387,0.12121299527916389,0.016394430034841985,98038.05904761904,36.45904761904762,58791.05297414966,0.0050477371715365316,0.0002797418492884893,0.07666702834209357,1360.4103467410546,2.9176124247200854
31_10_22,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},43430168176f91b76e2bdde01327c10dc2666bbf,2D,"(1.0, 1.0)","(512, 377)",22.457689199270558,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",3.5266253142683768,0.9818460549939629,0.06920646404318365,4.855382356090569,0.08340956175124177,128.30490075237336,935.9661906580125,2917.0915566408785,0.12101589316103725,0.019930434415978845,110634.51219512195,26.609756097560975,72556.81102049006,0.005124655071293278,0.0004822710320073533,0.03633032956210191,589.2162149670579,2.2392954545069936
31_12_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},dea3447b3c1c0b386b5c49b100d6019222572159,2D,"(1.0, 1.0)","(512, 377)",22.417958388594165,0.0,132.0,8eddc47644d77647da77719ed92d1a3e4ff13986,"(1.0, 1.0)","(512, 377)","(0, 0, 512, 377)",104007,1,"(254.7728422125434, 188.5449440903016)","(254.7728422125434, 188.5449440903016)",10.543298380304506,0.9562497106013961,0.062336060649943764,4.695477024143582,0.07561688406008303,195.9332086331546,723.3658128206883,1963.1065084797697,0.10213254877075582,0.02442778235645091,340744.60857908847,22.361930294906166,262993.3414169583,0.0035862970761583353,0.0006305979380250433,0.1729666034965989,295.02756928708595,0.9731297203379474
