mask_name,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image- Hash,diagnostics_Image- Dimensionality,diagnostics_Image- Spacing,diagnostics_Image- Size,diagnostics_Image- Mean,diagnostics_Image- Minimum,diagnostics_Image- Maximum,diagnostics_Mask- Hash,diagnostics_Mask- Spacing,diagnostics_Mask- Size,diagnostics_Mask- BoundingBox,diagnostics_Mask- VoxelNum,diagnostics_Mask- VolumeNum,diagnostics_Mask- CenterOfMassIndex,diagnostics_Mask- CenterOfMass, glcm_Contrast, glcm_Correlation, glcm_JointEnergy, glcm_JointEntropy, glrlm_ShortRunEmphasis, glrlm_LongRunEmphasis, glrlm_GrayLevelNonUniformity, glrlm_RunLengthNonUniformity, glrlm_RunPercentage, glszm_SmallAreaEmphasis, glszm_LargeAreaEmphasis, glszm_GrayLevelNonUniformity, glszm_ZoneVariance, glszm_ZonePercentage, ngtdm_Coarseness, ngtdm_Contrast, ngtdm_Complexity, ngtdm_Strength
06_09_19,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},e0fe7ab08370f7353d5a7389f5daba05f2d8f4bf,2D,"(1.0, 1.0)","(512, 254)",22.312469242125985,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",7.621769199401675,0.9656029240532595,0.052547896650179754,5.164270956577497,0.13558841416657005,80.31829421731763,861.367570906471,3019.099838555176,0.18359087042812589,0.012976949078364107,83950.68429237948,32.11353032659409,71915.60475415346,0.009115395520272187,0.0006985392188753192,0.06995910513176655,1051.7840392056542,4.525870355605728
06_09_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},0f2e64b2e3b5cca31ae2200e7ba9cb070f737dc4,2D,"(1.0, 1.0)","(512, 254)",22.413801058070867,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",13.380747817093981,0.9402087574744934,0.05421855226091896,5.199190755420244,0.14858367669669018,67.25170044218311,874.4367070754466,3511.302198265308,0.19503118797845195,0.015776731053185767,55938.43192488263,43.413145539906104,49083.68033238556,0.012078253473206691,0.000551599822018323,0.17639903558134404,891.0377380120599,1.854879162119214
06_10_22,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},8871e6d18a94b8d2616e6e91a4a2b719cb2e9fbd,2D,"(1.0, 1.0)","(512, 254)",22.554203063484252,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",17.408237710004055,0.9273309184723034,0.04939107726042809,5.255624488769466,0.15808587826394754,38.17447910556735,1184.6819549329523,4723.508172340968,0.22732137794159343,0.005573716013720958,10778.942881500427,78.04518329070758,7162.555989444221,0.01662886305642189,0.000303433467348162,0.28642159784814364,1465.4612885374493,1.847081776142498
06_10_23,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},96179405feb1bebc9fa2aad32d39689f9b72d35d,2D,"(1.0, 1.0)","(512, 254)",22.632981668307085,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",21.3893457391261,0.914158027013267,0.05263148664463882,5.20778935203464,0.15530653548627868,44.0969662349824,1160.4748246785166,4428.253381354199,0.21976538134391835,0.009510365869950915,17664.57225433526,66.52793834296725,13046.335390052755,0.014715055287779983,0.00030622196959779097,0.23725474429046087,2002.9575829999606,2.393922978426565
07_04_20,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},aaca685589ef6a033d4697c70a0a795e717acef3,2D,"(1.0, 1.0)","(512, 254)",22.3044952632874,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",11.790187087122074,0.9401546074117044,0.05015934712554375,5.617720787945933,0.16454819867421025,38.37365245360738,1208.731282451541,5696.566853873562,0.24207896229089879,0.011814905989327648,6615.380952380952,80.67592592592592,4438.837567537304,0.02143464700878934,0.00034624186986517583,0.04370595183087319,3383.6730632095605,4.483398615136189
07_08_22,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},cc9ccb330195f076ab51bbb8a2e28a0d8b3a0805,2D,"(1.0, 1.0)","(512, 254)",22.508235420767715,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",16.36379876330634,0.9322328284191385,0.053359986306552185,5.160770499099673,0.150425029168039,54.00788405078691,1085.1341448877465,3897.3947700060485,0.2069676779132407,0.0123801590306505,34870.587002096436,66.69601677148847,29403.271187409075,0.013524241565069465,0.00036504766733898644,0.30997770020057,795.352839412091,1.2115472369669085
07_09_23,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},68dca85a252d2fef0691705d07dca27ccf86eb51,2D,"(1.0, 1.0)","(512, 254)",22.507358821358267,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",11.067225813398261,0.9442676083023657,0.06567154009413798,4.904899295904435,0.14657602952860388,66.98792150990128,1085.9269252753165,3462.630039546734,0.19623263396654378,0.012009100730619626,170142.02777777778,52.93055555555556,163476.3636616941,0.012248369719308193,0.0003778258153109173,0.08903356006419262,1999.5705959116576,4.092318260385409
07_10_23,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},96179405feb1bebc9fa2aad32d39689f9b72d35d,2D,"(1.0, 1.0)","(512, 254)",22.632981668307085,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",21.3893457391261,0.914158027013267,0.05263148664463882,5.20778935203464,0.15530653548627868,44.0969662349824,1160.4748246785166,4428.253381354199,0.21976538134391835,0.009510365869950915,17664.57225433526,66.52793834296725,13046.335390052755,0.014715055287779983,0.00030622196959779097,0.23725474429046087,2002.9575829999606,2.393922978426565
08_03_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},475fc262fb873c8c1163511d9611ad70ad551ba6,2D,"(1.0, 1.0)","(512, 254)",22.416423166830707,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",13.328206348222146,0.941321083683937,0.058294178716161285,5.057331840334426,0.14055733395584988,82.38503038191551,826.2470941511951,3072.2558356272884,0.18250283527076835,0.008360237618118355,108622.18086500655,39.38532110091743,100075.02084789812,0.010816557981287212,0.0005357771466669456,0.12817981450902108,1329.9343098774125,3.2075067083047215
08_04_20,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},aaca685589ef6a033d4697c70a0a795e717acef3,2D,"(1.0, 1.0)","(512, 254)",22.3044952632874,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",11.790187087122074,0.9401546074117044,0.05015934712554375,5.617720787945933,0.16454819867421025,38.37365245360738,1208.731282451541,5696.566853873562,0.24207896229089879,0.011814905989327648,6615.380952380952,80.67592592592592,4438.837567537304,0.02143464700878934,0.00034624186986517583,0.04370595183087319,3383.6730632095605,4.483398615136189
09_07_20,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},5c3f54d2b37a927542cde90d8e96221143356db1,2D,"(1.0, 1.0)","(512, 254)",22.286178949311022,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",10.560879892306007,0.9528057587195649,0.045486623963052385,5.616449834030755,0.16304832995790416,36.799094673661244,1112.3340852808042,5072.841967945381,0.23298128721292882,0.009072397124932543,7610.673076923077,77.30177514792899,4888.488760897728,0.019166430394102638,0.00045571351017693087,0.10100030512769721,1054.286896043081,1.794287797916885
10_04_20,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},76aa7f330045bbd3a80a5f5232c66e0fb8bf421b,2D,"(1.0, 1.0)","(512, 254)",22.347371739665356,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",12.242653128319484,0.9372012790510631,0.048272647763522296,5.692333993511965,0.1660614557780788,36.65603585655355,1239.4731895811678,6072.3276306796715,0.2467713354125319,0.009192135326458618,4905.258687258687,85.18018018018019,2844.776417896109,0.0220300538701446,0.0003219161092996031,0.05213715237243936,3270.330274309584,4.072898571172126
11_05_18,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},b375fb6922938f2db461f00dc38ec56b498927db,2D,"(1.0, 1.0)","(512, 254)",22.263471948818896,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",7.954609617332748,0.9629026568012723,0.050463272803386944,5.347387585794648,0.14403880875406952,68.00633383735686,853.2000410859578,3560.3778062911624,0.19448539835554296,0.011191291214140666,52067.76553341149,39.15474794841735,45229.07662219681,0.012092429827048484,0.0006740687541136015,0.06500063794725973,1090.2807422608632,3.193130469571753
11_08_20,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},7e5ec0f2cea5b28298338a842279a0ea481ee90e,2D,"(1.0, 1.0)","(512, 254)",22.455601008858267,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",16.67720159294374,0.9228898053165786,0.04446300574683454,5.543270124973504,0.1668606451123336,34.471308488556375,1115.4663404071923,5263.384489266562,0.2376240430961157,0.01061123534759105,10134.828385228095,80.26430123099203,7525.771467642217,0.019577544655514603,0.0003417551800887224,0.16978878240907225,1896.1107055731181,2.3116793042211246
12_07_18,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},f1ecf90963147bdf898f71026ea00de1afab0e4e,2D,"(1.0, 1.0)","(512, 254)",22.34537247785433,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",10.942009994728673,0.9464331832861743,0.04651566370716806,5.59313589389731,0.16158890937292103,38.94752984598625,1150.6033052476214,5147.823824116848,0.23391692656648713,0.010371895464109793,10406.949258391882,70.28337236533957,7374.645870316236,0.01815990927133541,0.00043802757115091314,0.07668941744718483,1374.1569145431529,2.478442618198393
13_01_18,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},4260805b8c138bb2ed488b8af7ccdfed83490d1c,2D,"(1.0, 1.0)","(512, 254)",22.38644192913386,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",8.152489624303122,0.9622098577185054,0.04968949564727895,5.370275205287587,0.15635309689691498,42.02925787114901,1076.6155752994503,4226.551424128596,0.21729869577544658,0.007876964482709409,20875.149758454107,55.597101449275364,16230.101705990803,0.014672526226254607,0.0005341640573778522,0.1148753718567374,943.6118050383237,2.616488458096073
13_03_22,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},8544a85b47f614b4481e2e669b37045c75dc51bd,2D,"(1.0, 1.0)","(512, 254)",22.380497969980315,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",8.131458650720365,0.9625860118373712,0.058615796972479324,4.943708509100468,0.1365989049758783,133.11668082062596,642.0411723399152,2163.742919599639,0.1525623759569039,0.009719359944740269,292974.36749116605,31.10600706713781,277441.98601555766,0.00802381627445421,0.0008946618400622091,0.14366971634038114,447.3990055164091,1.7889130107539417
13_04_20,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},90353ac41d0ae33c4c9aac33c851e6923464d40b,2D,"(1.0, 1.0)","(512, 254)",22.402051550196852,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",11.947157844272258,0.9367441995468434,0.04946956591667481,5.616868007461311,0.16363223040343938,38.41204583252201,1183.8171186999298,5597.58089813944,0.24087042812588602,0.01121550933046798,6488.805668016194,78.52496626180837,4223.2512234078395,0.021009356393535582,0.00033482346720952626,0.05278774450708741,3174.8673278941615,4.336461032100531
13_04_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},e14f9f457f9753781196af4a327ffea3f9b8307b,2D,"(1.0, 1.0)","(512, 254)",22.502499077263778,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",10.005978287755294,0.9564120002284097,0.06588199705686543,4.909679395647616,0.14495598333538406,103.89725787247274,815.9019904444812,2922.0863118412317,0.1738481712503544,0.010620138327361351,287587.84992784995,38.64790764790765,277226.7838975198,0.009824213212361781,0.0005915098065419806,0.1465557405950591,907.3015616904443,3.2581459024097894
13_05_19,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},05e1a0fceeb87a9ada502045ad25432134426c96,2D,"(1.0, 1.0)","(512, 254)",22.70876906988189,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",8.40308062304526,0.951148495831783,0.07695123004246249,4.923351939077103,0.1549671850593677,46.795003629783864,1736.5797106054956,5278.590999082888,0.23160972497873544,0.013149660816993782,10581.320522674865,93.94850115295927,7641.530459925287,0.01844343634817125,0.00019379259265513824,0.058618037950528404,2965.107980680971,3.582688069954183
13_06_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},88a575699a10b8a4d9a989a82f7afb54c7de3ff5,2D,"(1.0, 1.0)","(512, 254)",22.313484251968504,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",11.608094255799877,0.9427856041424203,0.07987843212842605,5.009196142481819,0.1442065234930156,83.89965965724869,925.0375566375628,3376.352801578009,0.1859122483697193,0.0077195385856479075,324249.88735632185,42.227586206896554,317675.84639978857,0.012333427842358946,0.0004077536332790118,0.04501769003750873,1865.207066006927,3.8649826034697705
14_01_18,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},4260805b8c138bb2ed488b8af7ccdfed83490d1c,2D,"(1.0, 1.0)","(512, 254)",22.38644192913386,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",8.152489624303122,0.9622098577185054,0.04968949564727895,5.370275205287587,0.15635309689691498,42.02925787114901,1076.6155752994503,4226.551424128596,0.21729869577544658,0.007876964482709409,20875.149758454107,55.597101449275364,16230.101705990803,0.014672526226254607,0.0005341640573778522,0.1148753718567374,943.6118050383237,2.616488458096073
14_01_21,v3.1.0,1.24.3,2.3.1,1.4.1,3.8.0,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'enableDiagnostics': False}",{'Original': {}},2e8e7b241435a4eb7f96d86e05c69493f83f69d3,2D,"(1.0, 1.0)","(512, 254)",22.33005505659449,0.0,132.0,fc5b746d5a3eedf45ba85b6ddcf2cfbb513ddce4,"(1.0, 1.0)","(512, 254)","(0, 0, 512, 254)",70540,1,"(217.85083640487667, 142.3380209810037)","(217.85083640487667, 142.3380209810037)",6.448671722234574,0.9686043901225717,0.05400352528267142,5.282994088826789,0.1501158034617214,66.70699226686074,811.289020333512,3378.924092097675,0.19165721576410547,0.010429152317805987,86839.20843672457,36.66749379652605,79179.70126655544,0.011426141196484264,0.000682964673684354,0.032611939620281825,1873.82744911694,6.777196354631869
